ENTRADAS;VISITAS_PAGINAS;GASTO_TOTAL;PRECIO_MEDIO_ENTRADA;TRANSACCIONES;CCAA;PROVINCIA;AÑO;MES
4890;17817;105987,3;22,3374;2551;Canarias;Santa Cruz de Tenerife;2024;2
57265;188851;1846687,057;31,282;39439;Illes Balears;Illes Balears;2024;2
958;3495;19966,2;13,482;496;Comunitat Valenciana;Castellón/Castelló;2024;2
1887;6884;59181,0338;33,0654;859;Andalucía;Córdoba;2024;2
9408;34311;213176,53;32,6396;4947;Andalucía;Sevilla;2024;2
3868;14105;105562,12;37,5181;2285;Andalucía;Almería;2024;2
286;1043;4062,14;27,036;240;Andalucía;Huelva;2024;2
4077;14870;64874,525;26,0974;2060;Galicia;A Coruña;2024;2
12240;44642;292108,005;37,0707;6788;Canarias;Las Palmas;2024;2
3234;11621;91257,58;37,85;1678;Andalucía;Cádiz;2024;2
911;3321;30933,66;29,2157;487;Cataluña;Lleida;2024;2
1389;5184;32213,38;28,81;592;Cantabria;Cantabria;2024;2
45964;106712;973032,68;31,9478;25110;Cataluña;Barcelona;2024;2
235;857;7227;31,39;162;Aragón;Teruel;2024;2
3946;14300;84018,83;28,9773;2050;Andalucía;Granada;2024;2
2651;9512;86865,77;33,9733;1179;Cataluña;Tarragona;2024;2
188;686;3024,96;20,0567;93;Castilla - La Mancha;Ciudad Real;2024;2
1225;4468;48578,4;34,7167;463;Extremadura;Badajoz;2024;2
9407;34269;219767,78;24,4139;4598;Aragón;Zaragoza;2024;2
828;3019;28027,31;33,938;357;Castilla - La Mancha;Cuenca;2024;2
1515;5525;31444,87;26,7217;733;Aragón;Huesca;2024;2
2463;8983;48069,31;44,6704;1111;Cataluña;Girona;2024;2
260;949;7692,36;16,4367;83;Castilla - La Mancha;Guadalajara;2024;2
68;248;2126,36;31,27;33;Castilla y León;Palencia;2024;2
1192;4347;38236,7;41,2217;460;La Rioja;La Rioja;2024;2
5758;20998;155610,615;42,7215;3180;País Vasco;Bizkaia;2024;2
47991;124789;1163016,154;36,838;25404;Comunidad de Madrid;Madrid;2024;2
149;544;6840,01;35,975;59;Castilla y León;Soria;2024;2
86;314;2022,15;22,8967;41;Castilla y León;Ávila;2024;2
7155;26099;210867,24;43,4525;2337;Castilla - La Mancha;Albacete;2024;2
564;2057;20594,02;48,4575;267;Castilla y León;León;2024;2
3945;14390;87231,44;18,8929;1766;Castilla y León;Valladolid;2024;2
1193;4350;26497,85;22,766;663;Galicia;Pontevedra;2024;2
174;634;7619,14;55,1933;86;Castilla y León;Segovia;2024;2
2342;8540;62053,37;30,7982;1258;Principado de Asturias;Asturias;2024;2
4064;14241;98662,3901;27,8043;2471;Región de Murcia;Murcia;2024;2
2091;16214;80001,97;29,1113;984;Extremadura;Cáceres;2024;2
1394;5082;28186,19;32,6817;813;Andalucía;Jaén;2024;2
292;1064;6371,44;21,82;146;Galicia;Ourense;2024;2
2671;9740;53649,95;23,8309;841;Castilla y León;Salamanca;2024;2
5746;20422;180832,93;39,1501;3016;Comunitat Valenciana;Alicante/Alacant;2024;2
122;445;3752,72;30,76;70;Castilla y León;Burgos;2024;2
2884;10517;60389,6638;17,6204;1349;País Vasco;Gipuzkoa;2024;2
7877;27596;218136,67;31,6848;3660;Andalucía;Málaga;2024;2
2106;7685;70919,03;34,2807;584;Castilla - La Mancha;Toledo;2024;2
844;3029;15485,7998;17,5788;454;País Vasco;Araba/Álava;2024;2
332;1211;19670,56;43,356;102;Galicia;Lugo;2024;2
1888;6531;51982,55;34,031;1030;Principado de Asturias;Asturias;2024;3
598;2069;15865,14;21,785;305;Castilla y León;León;2024;3
68774;237931;1891614,62;29,2437;40338;Illes Balears;Illes Balears;2024;3
3454;11950;137430,96;22,3189;1745;Galicia;Pontevedra;2024;3
2474;8558;52360,07;18,1465;1153;País Vasco;Gipuzkoa;2024;3
1357;4694;26408,33;22,1467;761;Comunitat Valenciana;Castellón/Castelló;2024;3
6476;22405;148849,87;23,4242;3514;Andalucía;Sevilla;2024;3
1237;4279;49755,43;31,0833;543;Extremadura;Badajoz;2024;3
6323;21877;145839,14;96,655;3385;Comunidad Foral de Navarra;Navarra;2024;3
2701;9345;81215,89;22,8863;1115;Aragón;Huesca;2024;3
562;1944;25330,39;28,766;249;Castilla - La Mancha;Cuenca;2024;3
2200;7612;85052,1;35,6292;1098;Extremadura;Cáceres;2024;3
8401;29063;178175,46;16,1677;4322;Aragón;Zaragoza;2024;3
326;1128;5906,86;16,478;121;Castilla - La Mancha;Guadalajara;2024;3
2939;10168;97700,87;32,146;1207;Castilla - La Mancha;Albacete;2024;3
3051;10553;107226,23;38,7497;1341;Cataluña;Tarragona;2024;3
4769;16498;108602,04;25,05;2696;Andalucía;Granada;2024;3
847;2930;52565,4;66,3567;416;Castilla y León;Zamora;2024;3
962;3328;23696,67;20,9933;445;Cantabria;Cantabria;2024;3
2110;7300;53427,43;27,69;821;Castilla y León;Salamanca;2024;3
24;83;608,64;25,36;8;Castilla y León;Ávila;2024;3
49269;170450;950741,46;26,8499;27188;Cataluña;Barcelona;2024;3
2345;8112;44329,69;15,3186;1068;País Vasco;Araba/Álava;2024;3
677;2342;15277,99;23,47;368;Castilla - La Mancha;Ciudad Real;2024;3
9106;31505;292001,55;38,6836;4731;Comunitat Valenciana;Alicante/Alacant;2024;3
314;1086;6210,24;23,31;169;Castilla y León;Burgos;2024;3
5750;19893;130786,79;23,9205;2970;Castilla y León;Valladolid;2024;3
3612;12498;88163,46;29,9253;2033;Andalucía;Cádiz;2024;3
2908;10060;68549,73;20,3658;1616;Galicia;A Coruña;2024;3
533;1845;12377,08;24,26;343;Castilla y León;Soria;2024;3
118;408;2521,76;22,615;67;Castilla y León;Palencia;2024;3
37;128;390,35;10,55;19;Ceuta;Ceuta;2024;3
12016;41571;858150,74;39,8309;5912;Canarias;Las Palmas;2024;3
48035;166176;1370330,345;22,6356;25714;Comunidad de Madrid;Madrid;2024;3
2769;9581;67573,73;35,6925;1421;Cataluña;Girona;2024;3
708;2449;19405,84;21,95;428;Aragón;Teruel;2024;3
5584;19317;90130,07;40,9225;4776;Andalucía;Almería;2024;3
860;2974;23831,39;30,6917;405;Cataluña;Lleida;2024;3
2443;8450;84151,49;41,2215;637;Castilla - La Mancha;Toledo;2024;3
2392;8273;51326,44;37,34;1511;Andalucía;Córdoba;2024;3
21;73;552;26;9;Andalucía;Huelva;2024;3
4083;14127;126306,17;24,7338;2134;Canarias;Santa Cruz de Tenerife;2024;3
13660;47259;389343,32;40,708;5603;Comunitat Valenciana;Valencia/València;2024;3
5139;17777;93692,11;41,4564;2672;Región de Murcia;Murcia;2024;3
428;1480;10896,88;25,46;268;Galicia;Ourense;2024;3
335;1158;18776,36;64,6325;135;Galicia;Lugo;2024;3
648;2243;24467,28;35,4833;399;La Rioja;La Rioja;2024;3
8758;30299;234434,1;32,225;5071;Andalucía;Málaga;2024;3
1722;5957;49588,52;27,745;756;Andalucía;Jaén;2024;3
9951;34422;317955,975;35,8077;3549;País Vasco;Bizkaia;2024;3
241;834;5499,62;22,82;109;Castilla y León;Segovia;2024;3
