ENTRADAS;VISITAS_PAGINAS;GASTO_TOTAL;PRECIO_MEDIO_ENTRADA;TRANSACCIONES;CCAA;PROVINCIA;AÑO;MES
510;11040;38637,3609;59,789;147;Andalucía;Almería;2020;8
12776;755755;548428,5054;54,5085;5626;Cataluña;Barcelona;2020;8
4;6;243,04;60,76;2;Andalucía;Córdoba;2020;8
8;8;400;50;2;La Rioja;La Rioja;2020;8
2;5;218,79;109,395;1;Castilla - La Mancha;Guadalajara;2020;8
15753;700646;605039,6479;39,71;6785;Comunidad de Madrid;Madrid;2020;8
849;9485;41008,2575;69,8242;244;Andalucía;Málaga;2020;8
29;116;1972,7312;67,6169;13;Andalucía;Sevilla;2020;8
222;2941;19532,0874;62,2333;84;Cataluña;Tarragona;2020;8
4;14;283,3888;70,8472;2;País Vasco;Bizkaia;2020;8
44;90;3528,8078;84,0319;17;Canarias;Santa Cruz de Tenerife;2020;8
32;62;3234,2695;82,1218;15;Illes Balears;Illes Balears;2020;8
10;11;552,015;62,7513;3;Andalucía;Jaén;2020;8
659;10936;48271,1754;71,7537;253;Cataluña;Girona;2020;8
342;4526;14193,1851;70,2455;99;Cantabria;Cantabria;2020;8
12;24;273,6;22,8;5;Galicia;Pontevedra;2020;8
25;200;1136,6444;49,8734;12;Principado de Asturias;Asturias;2020;8
38;110;2763,15;66;20;Andalucía;Granada;2020;8
28;294;2701,16;96,47;8;Aragón;Teruel;2020;8
287;7041;10626,9212;37,0276;92;País Vasco;Araba/Álava;2020;8
390;6897;18088,7726;41,061;168;Comunitat Valenciana;Valencia/València;2020;8
16;0;6339,2768;396,2048;2;País Vasco;Gipuzkoa;2020;8
134;658;5232,8742;39,0513;39;Comunitat Valenciana;Castellón/Castelló;2020;8
524;3650;73765,2936;105,8315;138;Cataluña;Lleida;2020;8
392;21771;26632,2409;40,4499;139;Castilla - La Mancha;Toledo;2020;8
8;12;360,316;47,302;6;Canarias;Las Palmas;2020;9
22;170;2236,6674;101,6667;6;Aragón;Teruel;2020;9
1;1;0,5;0,5;1;País Vasco;Bizkaia;2020;9
4;6;100;25;2;La Rioja;La Rioja;2020;9
4;7;277,3136;69,3284;2;Illes Balears;Illes Balears;2020;9
37;172;1996,9375;48,0479;15;Andalucía;Sevilla;2020;9
93;275;4960,3344;49,9762;19;Comunitat Valenciana;Castellón/Castelló;2020;9
14;33;1350,002;94,4812;6;Canarias;Santa Cruz de Tenerife;2020;9
6;16;269,5;53,1667;3;Comunidad Foral de Navarra;Navarra;2020;9
4;15;260,48;65,12;3;Región de Murcia;Murcia;2020;9
2;3;0;0;1;País Vasco;Araba/Álava;2020;9
40;34;328;20,5;16;Andalucía;Córdoba;2020;9
168;776;28382,9286;165,0026;42;Cataluña;Lleida;2020;9
850;8730;25509,2242;34,7708;350;Comunitat Valenciana;Valencia/València;2020;9
41;261;1686,5751;42,4902;16;Castilla - La Mancha;Toledo;2020;9
3;2;90;30;1;Castilla y León;Burgos;2020;9
17;40;1174,9;78,85;5;Principado de Asturias;Asturias;2020;9
50;467;3173,079;66,7063;17;Comunitat Valenciana;Alicante/Alacant;2020;9
20430;1131796;908398,8797;50,9297;8683;Cataluña;Barcelona;2020;9
98;845;3014,7712;23,9826;34;Cantabria;Cantabria;2020;9
42;907;2193,5158;45,8042;17;Andalucía;Almería;2020;9
21781;1096962;840165,8337;41,4358;9602;Comunidad de Madrid;Madrid;2020;9
8;13;159,22;19,9025;4;Galicia;Pontevedra;2020;9
96;690;5059,4864;59,6441;38;Andalucía;Cádiz;2020;9
10;13;362;36,2;3;Aragón;Zaragoza;2020;9
1;3;38,295;38,295;1;Castilla - La Mancha;Guadalajara;2020;9
391;2550;16873,0208;36,4868;118;Andalucía;Málaga;2020;9
187;2059;11383,5826;72,3163;91;Cataluña;Girona;2020;9
12;34;599,9978;49,1996;6;Andalucía;Granada;2020;9
85;591;6134,8717;70,476;34;Cataluña;Tarragona;2020;9
7;29;393,8669;56,2667;3;Castilla y León;Salamanca;2020;9
2;9;68,5012;34,2506;2;Castilla - La Mancha;Cuenca;2020;9
1;5;2,5;2,5;1;Castilla y León;Ávila;2020;10
104;1657;10274,1895;89,8233;47;Cataluña;Tarragona;2020;10
23;63;953,7341;41,4667;6;Aragón;Zaragoza;2020;10
775;11921;31399,994;54,5486;228;Andalucía;Málaga;2020;10
80;858;2330,5263;49,0004;33;Andalucía;Granada;2020;10
68;555;3122,4865;38,6983;24;Castilla - La Mancha;Toledo;2020;10
31337;1780726;1251342,773;40,8652;13584;Comunidad de Madrid;Madrid;2020;10
42;237;2578,0448;53,9932;25;Cataluña;Girona;2020;10
128;841;3208,0853;38,638;60;Andalucía;Sevilla;2020;10
2067;39857;74439,1652;30,8461;776;Comunitat Valenciana;Valencia/València;2020;10
4;4;312,5056;78,1264;2;Canarias;Santa Cruz de Tenerife;2020;10
1;3;160,5;160,5;1;Castilla y León;Segovia;2020;10
107;519;5420,6;60,35;22;Comunitat Valenciana;Castellón/Castelló;2020;10
5;17;230,5;44,3333;4;Región de Murcia;Murcia;2020;10
919;65090;43994,6014;44,23;291;País Vasco;Bizkaia;2020;10
75;1759;5787,54;77,1672;27;Aragón;Teruel;2020;10
63;305;2975,5536;31,7533;24;Andalucía;Cádiz;2020;10
7;86;453,6;63,6;2;Illes Balears;Illes Balears;2020;10
13;21;780,012;60,939;5;Canarias;Las Palmas;2020;10
10;4;0;0;4;Andalucía;Córdoba;2020;10
8;9;744;93;2;Comunidad Foral de Navarra;Navarra;2020;10
2;3;78;39;1;Extremadura;Cáceres;2020;10
81;1471;4983,618;53,6942;25;Andalucía;Almería;2020;10
52;1013;3447,3252;52,4634;18;Comunitat Valenciana;Alicante/Alacant;2020;10
17905;1130386;802986,8736;49,7544;7655;Cataluña;Barcelona;2020;10
4;3;123,1052;30,7763;1;Galicia;A Coruña;2020;10
7107;314085;332934,9219;47,7165;3108;Cataluña;Barcelona;2020;11
2;3;236,5;118,25;1;Galicia;Pontevedra;2020;11
2;4;119,35;59,675;2;Andalucía;Jaén;2020;11
4;6;147,68;36,92;2;Comunitat Valenciana;Castellón/Castelló;2020;11
51;1731;2215,9806;43,4506;17;Cantabria;Cantabria;2020;11
59;215;1135,3574;16,8661;27;Andalucía;Sevilla;2020;11
348;8682;14824,7885;42,9065;114;País Vasco;Bizkaia;2020;11
53463;3869372;2253059,558;38,7575;22146;Comunidad de Madrid;Madrid;2020;11
2;6;68,82;34,41;1;Andalucía;Granada;2020;11
728;1436;5002,3434;6,1408;545;Cataluña;Tarragona;2020;11
1;5;85,5;85,5;1;Castilla - La Mancha;Guadalajara;2020;11
209;13149;11993,3938;73,6269;56;Illes Balears;Illes Balears;2020;11
2;2;142;71;1;Cataluña;Lleida;2020;11
6;39;356,4;59,4;2;Andalucía;Almería;2020;11
1604;21324;47440,8646;28,3595;676;Comunitat Valenciana;Valencia/València;2020;11
11;14;625,8984;55,1918;5;Canarias;Las Palmas;2020;11
275;7029;13243,2923;46,3018;83;Andalucía;Málaga;2020;11
75;335;3375,0421;39,5633;32;Cataluña;Girona;2020;11
1;1;20,4;20,4;1;La Rioja;La Rioja;2020;11
46;282;2314,9356;56,0907;13;Castilla - La Mancha;Toledo;2020;11
20;630;569,409;18,1647;11;Canarias;Santa Cruz de Tenerife;2020;12
19;233;478,9995;25,2105;19;País Vasco;Araba/Álava;2020;12
1569;92303;80413,8657;40,4155;413;Andalucía;Málaga;2020;12
852;45351;35484,3516;41,6483;294;Cantabria;Cantabria;2020;12
4;26;1380;345;2;Castilla y León;Segovia;2020;12
9;13;463,5;65,25;3;Región de Murcia;Murcia;2020;12
2083;27438;71133,5448;30,3455;793;Comunitat Valenciana;Valencia/València;2020;12
148;3991;1818,513;41,7723;63;Canarias;Las Palmas;2020;12
2;11;76;38;1;Comunitat Valenciana;Castellón/Castelló;2020;12
3;9;146,105;45,2763;3;Castilla - La Mancha;Guadalajara;2020;12
807;51034;46243,6816;73,6589;264;Cataluña;Girona;2020;12
538;9418;28182,8488;66,8191;154;País Vasco;Gipuzkoa;2020;12
8;36;420,36;52,545;4;Andalucía;Cádiz;2020;12
1;2;109,89;109,89;1;Castilla y León;Valladolid;2020;12
13;41;1535,0625;101,9063;5;Comunitat Valenciana;Alicante/Alacant;2020;12
7;7;601,75;83,875;3;Cataluña;Lleida;2020;12
43;348;3049,3106;99,0314;22;Castilla - La Mancha;Toledo;2020;12
37335;3256313;2086221,325;49,1261;14735;Cataluña;Barcelona;2020;12
589;26047;37892,3908;67,9942;152;Illes Balears;Illes Balears;2020;12
24;116;516,0792;21,5033;6;Castilla - La Mancha;Ciudad Real;2020;12
76070;6353290;3753396,344;41,744;29561;Comunidad de Madrid;Madrid;2020;12
6;15;900,96;140,12;2;País Vasco;Bizkaia;2020;12
3;7;239,125;74,5625;2;Principado de Asturias;Asturias;2020;12
6;8;763,392;127,232;2;Galicia;Pontevedra;2020;12
97;517;3151,6865;43,9984;31;Andalucía;Granada;2020;12
2103;14565;41937,2602;20,2416;998;Cataluña;Tarragona;2020;12
168;510;5467,9937;40,6655;74;Andalucía;Sevilla;2020;12
4;2;0;0;2;Andalucía;Córdoba;2021;1
1590;114499;75000,8772;36,7219;455;Andalucía;Málaga;2021;1
3;9;243,9664;74,7416;2;País Vasco;Bizkaia;2021;1
2;2;42;21;1;Cantabria;Cantabria;2021;1
4;2;408;102;1;Extremadura;Cáceres;2021;1
19;48;339,664;26,708;6;Canarias;Las Palmas;2021;1
7;34;678;64,125;5;Región de Murcia;Murcia;2021;1
884;17266;46725,4546;55,2462;244;País Vasco;Gipuzkoa;2021;1
19;244;450,5;12,75;19;País Vasco;Araba/Álava;2021;1
32;1422;1087,36;33,98;14;Canarias;Santa Cruz de Tenerife;2021;1
980;13057;28317,7652;28,8485;429;Comunitat Valenciana;Valencia/València;2021;1
6;8;608,475;101,4125;2;Cataluña;Lleida;2021;1
15;172;905,7252;56,6085;9;Castilla - La Mancha;Toledo;2021;1
69;276;4957,5795;70,9137;31;Cataluña;Girona;2021;1
43;128;2182,78;57,4;21;Andalucía;Sevilla;2021;1
161;4655;10114,9717;91,8541;41;Illes Balears;Illes Balears;2021;1
2;5;170;85;1;Principado de Asturias;Asturias;2021;1
32578;2769426;1707134,345;50,7331;13602;Cataluña;Barcelona;2021;1
1;6;144,48;144,48;1;Castilla y León;Valladolid;2021;1
46431;4837483;2265768,716;41,3443;19745;Comunidad de Madrid;Madrid;2021;1
2;1;244,2;122,1;1;Galicia;Pontevedra;2021;1
50;481;1166,2528;38,9818;23;Andalucía;Granada;2021;1
1345;58864;59751,585;66,5906;427;Cataluña;Tarragona;2021;1
6;4;180;30;1;Comunidad Foral de Navarra;Navarra;2021;1
925;9578;22855,2859;25,934;402;Comunitat Valenciana;Valencia/València;2021;2
4;20;188;47;2;Andalucía;Cádiz;2021;2
3;8;53,4825;17,8275;2;País Vasco;Bizkaia;2021;2
2;0;134,4;67,2;1;Principado de Asturias;Asturias;2021;2
26;86;1578,9;61,57;14;Cataluña;Girona;2021;2
290;11851;13990,8872;43,0653;80;Andalucía;Málaga;2021;2
19;235;919;53,5;6;Región de Murcia;Murcia;2021;2
2;4;117,8496;58,9248;1;Canarias;Las Palmas;2021;2
50373;4607581;2267589,833;36,2345;21828;Comunidad de Madrid;Madrid;2021;2
2;4;46,62;23,31;1;Aragón;Zaragoza;2021;2
15;106;925,3026;49,7518;8;Castilla - La Mancha;Toledo;2021;2
5;102;170;34;2;País Vasco;Gipuzkoa;2021;2
1174;82977;58737,3093;68,9769;358;Cataluña;Tarragona;2021;2
3;1;99,998;29,9995;2;Andalucía;Granada;2021;2
40;2211;1233,272;30,8318;19;Canarias;Santa Cruz de Tenerife;2021;2
4;10;128;32;2;Comunitat Valenciana;Castellón/Castelló;2021;2
59;204;1678,1127;29,3341;30;Andalucía;Sevilla;2021;2
1;2;27,45;27,45;1;Comunitat Valenciana;Alicante/Alacant;2021;2
1958;261059;97719,5;37,505;604;País Vasco;Araba/Álava;2021;2
6;9;482;85;3;Cataluña;Lleida;2021;2
31236;2305657;1514333,203;47,5458;13027;Cataluña;Barcelona;2021;2
3;11;237;79;1;Canarias;Las Palmas;2021;3
14;4;0;0;4;Andalucía;Córdoba;2021;3
26;104;1586;61;8;Andalucía;Cádiz;2021;3
81528;9097254;3814158,075;38,1023;32459;Comunidad de Madrid;Madrid;2021;3
7;12;190,5;24,5;3;Illes Balears;Illes Balears;2021;3
2494;239285;129815,2307;38,1501;710;Andalucía;Sevilla;2021;3
1100;59908;49321,7384;44,9834;290;Andalucía;Jaén;2021;3
1250;47481;55685,0664;32,9886;348;Andalucía;Málaga;2021;3
12;57;561,84;46,82;6;Castilla - La Mancha;Toledo;2021;3
105;1178;2506,9813;25,7249;45;Andalucía;Granada;2021;3
14;78;735,1663;49,4167;4;Canarias;Santa Cruz de Tenerife;2021;3
1618;17455;49786,5489;31,7685;670;Comunitat Valenciana;Valencia/València;2021;3
72;1386;3816;53;18;Región de Murcia;Murcia;2021;3
139;907;12427,2871;101,5509;61;Cataluña;Girona;2021;3
2239;103198;112900,2832;53,7089;661;País Vasco;Gipuzkoa;2021;3
4;3;408,48;102,12;1;Extremadura;Cáceres;2021;3
20;678;1291,75;64,5875;8;Comunitat Valenciana;Alicante/Alacant;2021;3
730;17913;42969,7789;82,4568;280;Cataluña;Tarragona;2021;3
69;551;1847,6682;26,7778;18;Castilla - La Mancha;Ciudad Real;2021;3
43499;3160591;2124667,302;49,1843;16530;Cataluña;Barcelona;2021;3
14;83;357,26;23,605;7;Comunitat Valenciana;Castellón/Castelló;2021;3
14;122;360,7506;25,7679;14;País Vasco;Araba/Álava;2021;3
1343;125881;79534,0714;110,2753;376;Cataluña;Lleida;2021;3
73999;8393032;3432939,4;39,0716;30100;Comunidad de Madrid;Madrid;2021;4
2792;166015;155493,5227;71,9094;850;Cataluña;Tarragona;2021;4
8;13;1068,0384;133,5048;2;País Vasco;Bizkaia;2021;4
122;784;8711,6678;73,2747;59;Cataluña;Girona;2021;4
33;88;1793,643;68,3776;18;Andalucía;Málaga;2021;4
5122;329322;242199,482;47,386;1347;Andalucía;Jaén;2021;4
12;50;252;21;4;Castilla - La Mancha;Albacete;2021;4
57;399;1668,9133;38,0867;23;Andalucía;Granada;2021;4
4;19;456;114;3;Castilla - La Mancha;Guadalajara;2021;4
9;22;1346,78;161,0913;4;Illes Balears;Illes Balears;2021;4
33;1445;3098,1489;93,8833;9;Comunitat Valenciana;Alicante/Alacant;2021;4
416;4771;10022,3044;23,7289;123;Castilla - La Mancha;Ciudad Real;2021;4
15;59;1629,5052;83,0161;4;Cataluña;Lleida;2021;4
8;4;0;0;4;Andalucía;Córdoba;2021;4
36851;3897231;1860992,001;50,1722;14844;Cataluña;Barcelona;2021;4
75;247;3220,38;42,9384;19;Aragón;Zaragoza;2021;4
2;3;196;98;1;Comunidad Foral de Navarra;Navarra;2021;4
717;58449;34794,576;48,528;215;La Rioja;La Rioja;2021;4
52;278;2969,954;57,1145;20;Andalucía;Cádiz;2021;4
4;3;158,1744;39,5436;2;Canarias;Las Palmas;2021;4
75;1356;4294,9995;66,8928;20;Región de Murcia;Murcia;2021;4
15;148;375;25;15;País Vasco;Araba/Álava;2021;4
18;302;879,12;48,84;5;Extremadura;Cáceres;2021;4
41;545;918,6214;22,4054;13;Castilla - La Mancha;Cuenca;2021;4
6;24;161;40,25;4;Castilla - La Mancha;Toledo;2021;4
1279;94485;61251,9761;43,9187;409;País Vasco;Gipuzkoa;2021;4
4134;367834;206684,2922;39,1717;1163;Andalucía;Sevilla;2021;4
15;53;665,476;53,8088;8;Canarias;Santa Cruz de Tenerife;2021;4
1745;22987;50141,9948;35,6122;701;Comunitat Valenciana;Valencia/València;2021;4
42;1029;1806;43;14;Castilla y León;Burgos;2021;5
21;271;632,1;30,1;9;Extremadura;Cáceres;2021;5
8;102;432,4264;54,0533;3;Comunidad Foral de Navarra;Navarra;2021;5
16;83;2393,0672;149,5667;3;Aragón;Teruel;2021;5
17;241;1992,3536;89,3817;6;Comunitat Valenciana;Alicante/Alacant;2021;5
6;19;596,2068;84,5621;2;Galicia;Pontevedra;2021;5
82;810;3789,639;27,0689;28;Andalucía;Cádiz;2021;5
3090;240488;167361,167;47,3959;840;Andalucía;Córdoba;2021;5
36920;3441044;2031499,407;53,5749;15063;Cataluña;Barcelona;2021;5
23;341;1126,145;51,1525;8;Andalucía;Almería;2021;5
1307;135477;66968,3936;42,1571;406;Cantabria;Cantabria;2021;5
253;2432;9316,5479;36,8243;79;Aragón;Zaragoza;2021;5
24;322;952,7688;52,9181;10;Andalucía;Granada;2021;5
9;13;1049,76;106,56;4;Castilla y León;Valladolid;2021;5
379;2890;26279,7234;65,7646;153;Cataluña;Girona;2021;5
5;50;453,5775;90,7155;5;Castilla - La Mancha;Guadalajara;2021;5
37;84;1626,725;49,218;13;Castilla - La Mancha;Toledo;2021;5
3;1;1473,015;491,005;1;Castilla y León;Segovia;2021;5
815;28305;51497,2062;125,3249;222;Cataluña;Lleida;2021;5
28;129;1155,0338;45,2328;12;Comunitat Valenciana;Castellón/Castelló;2021;5
1847;138698;110726,8348;85,0797;656;Cataluña;Tarragona;2021;5
368;41641;21178,6668;53,8169;114;La Rioja;La Rioja;2021;5
676;36790;30416,5733;45,1406;185;Andalucía;Jaén;2021;5
85;288;4119,3118;37,1526;38;Andalucía;Málaga;2021;5
1357;58696;61027,5579;39,3895;423;Andalucía;Sevilla;2021;5
11;17;978,9697;44,1174;5;Illes Balears;Illes Balears;2021;5
60453;6287649;2826982,588;37,995;24955;Comunidad de Madrid;Madrid;2021;5
492;20349;24177,7386;43,595;157;País Vasco;Bizkaia;2021;5
8;114;595,7336;74,4667;3;Principado de Asturias;Asturias;2021;5
14;26;271,6866;27,2539;8;Canarias;Las Palmas;2021;5
8;4;344;43;2;País Vasco;Gipuzkoa;2021;5
12;112;310,1256;25,8438;12;País Vasco;Araba/Álava;2021;5
24;210;1642,1264;101,1704;12;Canarias;Santa Cruz de Tenerife;2021;5
1537;17255;45873,4052;37,2818;627;Comunitat Valenciana;Valencia/València;2021;5
27;103;1361,7025;55,3575;9;Región de Murcia;Murcia;2021;5
13;37;237,355;28,5888;7;Castilla - La Mancha;Toledo;2021;6
219;1765;8560,7378;28,5686;59;Aragón;Zaragoza;2021;6
55;612;6894,6632;103,5716;15;Canarias;Santa Cruz de Tenerife;2021;6
27698;2567838;1611804,923;54,7887;11712;Cataluña;Barcelona;2021;6
14;14;99;33;6;Castilla y León;Salamanca;2021;6
4;10;1282;320,5;2;Castilla y León;Segovia;2021;6
43;264;1183,28;33,79;22;Andalucía;Granada;2021;6
51330;3551595;2335679,073;39,0623;21289;Comunidad de Madrid;Madrid;2021;6
14;85;1881,5;72,8333;5;Galicia;Pontevedra;2021;6
626;43231;32185,3806;50,0709;207;Cantabria;Cantabria;2021;6
16;53;5647,84;352,99;4;Castilla y León;Valladolid;2021;6
29;298;915,1;33,15;12;Extremadura;Cáceres;2021;6
17;119;1484,6818;74,7113;7;Principado de Asturias;Asturias;2021;6
74;437;4914,21;40,5418;25;Región de Murcia;Murcia;2021;6
1;8;96;96;1;Castilla - La Mancha;Guadalajara;2021;6
738;15150;52341,6334;80,3164;287;Cataluña;Girona;2021;6
1999;168096;102401,1366;44,5317;571;Andalucía;Málaga;2021;6
2542;303217;165282,6495;79,3833;942;Cataluña;Tarragona;2021;6
1208;128845;66470,5624;55,0253;363;Castilla y León;Burgos;2021;6
5;6;156,25;31,25;2;La Rioja;La Rioja;2021;6
390;13056;17998,2688;42,9385;137;Andalucía;Sevilla;2021;6
1367;71964;67138,1494;38,0092;393;Andalucía;Córdoba;2021;6
303;12398;17957,0906;42,0279;101;Andalucía;Almería;2021;6
33;174;2906,551;73,9652;17;Illes Balears;Illes Balears;2021;6
29;170;4933,7652;88,103;7;País Vasco;Bizkaia;2021;6
4;7;226,5728;56,6432;2;Canarias;Las Palmas;2021;6
34;497;3960,16;74,065;6;Comunidad Foral de Navarra;Navarra;2021;6
844;8393;27702,9872;37,3138;352;Comunitat Valenciana;Valencia/València;2021;6
18;203;453,9996;25,2222;18;País Vasco;Araba/Álava;2021;6
87;1663;7981,3341;86,9872;25;Comunitat Valenciana;Alicante/Alacant;2021;6
44;175;1853,7606;40,43;15;Comunitat Valenciana;Castellón/Castelló;2021;6
3313;197130;169946,8105;41,5022;1065;Extremadura;Badajoz;2021;6
77;1729;7966,985;57,9799;21;Aragón;Teruel;2021;6
115;393;16659,4439;149,124;32;Cataluña;Lleida;2021;6
170;2513;10253,0012;15,6296;57;Andalucía;Cádiz;2021;6
2;4;57;28,5;2;Galicia;Pontevedra;2021;7
3;4;1444,5;481,5;1;Castilla y León;Segovia;2021;7
1771;171628;96493,3631;67,5131;666;Cataluña;Tarragona;2021;7
129;15054;8680,6035;67,2915;41;Castilla y León;Burgos;2021;7
24232;1871827;1303630,336;53,8343;10497;Cataluña;Barcelona;2021;7
10;13;88;22;4;Castilla y León;Salamanca;2021;7
895;50096;64115,3793;75,0323;257;Cantabria;Cantabria;2021;7
21;44;2696,5213;94,9095;6;Principado de Asturias;Asturias;2021;7
220;2803;11585,5977;66,2123;67;Comunitat Valenciana;Alicante/Alacant;2021;7
1;5;86;86;1;Castilla - La Mancha;Guadalajara;2021;7
4386;293043;219545,8782;43,3067;1595;Extremadura;Badajoz;2021;7
28;38;364,5;25,25;11;Castilla - La Mancha;Toledo;2021;7
191;941;22601,2536;122,8562;55;Cataluña;Lleida;2021;7
35;141;3931,5214;122,7337;16;Illes Balears;Illes Balears;2021;7
2098;187880;117309,1828;38,7692;666;País Vasco;Gipuzkoa;2021;7
427;5188;16139,5071;37,9687;179;Comunitat Valenciana;Valencia/València;2021;7
107;1218;6594,7295;47,2498;48;Andalucía;Sevilla;2021;7
4;2;248;62;1;La Rioja;La Rioja;2021;7
58;382;4463,7354;71,6981;26;Canarias;Santa Cruz de Tenerife;2021;7
40238;2795310;1881881,159;40,0014;16962;Comunidad de Madrid;Madrid;2021;7
12;26;670,98;56,51;3;Andalucía;Huelva;2021;7
31;49;2042,4916;70,9165;11;País Vasco;Bizkaia;2021;7
91;93;1777,0582;26,3104;31;Andalucía;Córdoba;2021;7
14;15;581,3848;49,3261;7;Canarias;Las Palmas;2021;7
86;642;6565,5044;71,2178;24;Región de Murcia;Murcia;2021;7
342;5439;20693,162;49,8035;115;Andalucía;Cádiz;2021;7
2;5;204,1536;102,0768;1;Castilla y León;Valladolid;2021;7
50;1018;4457,7028;52,1868;15;Aragón;Teruel;2021;7
15;144;378,0045;25,2003;15;País Vasco;Araba/Álava;2021;7
623;22330;30262,426;50,4998;179;Extremadura;Cáceres;2021;7
1165;24076;75978,2063;56,0926;323;Andalucía;Málaga;2021;7
5;22;324,5;97;3;Andalucía;Granada;2021;7
2285;365265;131604,4438;61,6053;707;Comunidad Foral de Navarra;Navarra;2021;7
1570;44481;134354,4449;88,2975;502;Cataluña;Girona;2021;7
650;8229;30909,84;47,5536;174;Comunitat Valenciana;Castellón/Castelló;2021;7
3;1;8,712;2,904;1;Galicia;A Coruña;2021;7
1382;101497;95500,4814;67,4769;403;Andalucía;Almería;2021;7
28;40;0;0;9;Castilla y León;Ávila;2021;7
250;3687;9154,575;36,6183;78;Aragón;Zaragoza;2021;7
2;3;0;0;1;Castilla y León;León;2021;7
356;3477;15438,6593;42,7898;148;Comunitat Valenciana;Valencia/València;2021;8
117;4157;9934,752;67,111;38;Aragón;Teruel;2021;8
96;765;2570,0212;40,5687;38;Región de Murcia;Murcia;2021;8
47;52;2445,0859;72,7982;16;Canarias;Las Palmas;2021;8
313;7748;15789,6114;28,3178;124;Andalucía;Cádiz;2021;8
19;50;2053,0339;60,3834;4;Andalucía;Huelva;2021;8
9;26;506,916;48,868;5;Galicia;Pontevedra;2021;8
14;14;4,5;0,75;4;Castilla y León;León;2021;8
1211;19964;60990,2823;44,5265;320;Comunitat Valenciana;Castellón/Castelló;2021;8
20;90;654,2122;38,2704;12;País Vasco;Araba/Álava;2021;8
268;6645;10553,1025;28,7038;82;Aragón;Zaragoza;2021;8
10;23;416,902;52,9337;6;Galicia;A Coruña;2021;8
10;23;1238,8;110,0667;4;Principado de Asturias;Asturias;2021;8
3912;236686;295867,5769;75,7988;1165;Cataluña;Girona;2021;8
1337;57567;64568,0194;44,8633;399;Extremadura;Cáceres;2021;8
26;1136;1331,2;51,2;10;Comunidad Foral de Navarra;Navarra;2021;8
543;15551;43298,3399;79,0954;165;Comunitat Valenciana;Alicante/Alacant;2021;8
172;10562;6595,7985;44,8622;56;País Vasco;Bizkaia;2021;8
47;314;3528,5861;75,0763;12;Castilla - La Mancha;Albacete;2021;8
8;8;0;0;3;Castilla y León;Ávila;2021;8
2025;77494;124657,8659;63,7212;769;Cataluña;Tarragona;2021;8
224;14156;21118,6902;67,6334;72;Cantabria;Cantabria;2021;8
1728;54232;106626,5524;68,7843;477;Andalucía;Málaga;2021;8
36935;3124839;1918064,441;40,2457;15210;Comunidad de Madrid;Madrid;2021;8
315;9442;20528,0129;48,0535;125;Andalucía;Sevilla;2021;8
4098;355032;247588,4562;60,4169;1298;País Vasco;Gipuzkoa;2021;8
10;12;0;0;4;Castilla y León;Salamanca;2021;8
1;5;86;86;1;Castilla - La Mancha;Guadalajara;2021;8
144;704;4037,446;35,2886;49;Andalucía;Córdoba;2021;8
20037;1143920;955957,0251;51,7306;8587;Cataluña;Barcelona;2021;8
118;2111;5797,4108;49,1306;49;La Rioja;La Rioja;2021;8
61;110;641,4839;20,6905;26;Castilla - La Mancha;Toledo;2021;8
2922;366008;211150,0772;77,7818;821;Andalucía;Almería;2021;8
239;1502;28234,9327;122,1364;73;Cataluña;Lleida;2021;8
19;85;1092,1;59,55;10;Andalucía;Granada;2021;8
70;338;5504,0384;72,2446;26;Canarias;Santa Cruz de Tenerife;2021;8
1273;84090;61012,75;38,6601;477;Extremadura;Badajoz;2021;8
128;617;10815,8149;107,7154;43;Illes Balears;Illes Balears;2021;8
60;175;6051,2087;101,6086;21;Cataluña;Lleida;2021;9
34;394;1239,9868;27,9998;14;Aragón;Zaragoza;2021;9
122;305;1656,0115;27,2888;35;Castilla - La Mancha;Toledo;2021;9
72364;9158541;4118386,807;40,0431;29263;Comunidad de Madrid;Madrid;2021;9
34619;2349714;1840729,847;50,6814;14296;Cataluña;Barcelona;2021;9
26;163;726,5;38,25;12;Castilla y León;Salamanca;2021;9
4;4;60;15;2;Castilla y León;Ávila;2021;9
1559;62415;115954,8045;73,6318;576;Cataluña;Tarragona;2021;9
18;27;1760,53;129,7628;9;Canarias;Las Palmas;2021;9
35;54;569,924;42,8462;17;Región de Murcia;Murcia;2021;9
5;10;360,5;64,6667;3;Galicia;Pontevedra;2021;9
6;12;1587,81;264,635;3;Castilla y León;Segovia;2021;9
170;7792;9406,522;63,9651;51;Principado de Asturias;Asturias;2021;9
2;2;66;33;1;La Rioja;La Rioja;2021;9
2;2;36,2;18,1;1;Andalucía;Jaén;2021;9
592;32573;31336,7093;96,0099;229;Illes Balears;Illes Balears;2021;9
925;28816;52664,5266;65,0875;296;Cataluña;Girona;2021;9
527;7335;24796,7521;36,9865;172;Andalucía;Málaga;2021;9
994;113588;57766,3218;65,3718;333;Andalucía;Sevilla;2021;9
210;3338;9700,677;46,1937;56;Extremadura;Badajoz;2021;9
1917;277762;108112,278;44,5262;599;País Vasco;Bizkaia;2021;9
40;34;364;18,2;18;Andalucía;Córdoba;2021;9
3;4;92,592;31,296;2;Galicia;A Coruña;2021;9
68;377;6211,49;89,545;16;Comunidad Foral de Navarra;Navarra;2021;9
25;135;1876,3;66,8429;13;Canarias;Santa Cruz de Tenerife;2021;9
